"clip_id","smiler_id","culture","smile_type","label_conflict","stimulus","stimulus_num","take_num","clip_duration_s","n_frames","Neutral_pk","Neutral_mn","Neutral_prop","Neutral_durmax","Neutral_durtot","Neutral_tpk","Neutral_auc","Neutral_neps","Neutral_cens0","Neutral_cens1","Happy_pk","Happy_mn","Happy_prop","Happy_durmax","Happy_durtot","Happy_tpk","Happy_auc","Happy_neps","Happy_cens0","Happy_cens1","Sad_pk","Sad_mn","Sad_prop","Sad_durmax","Sad_durtot","Sad_tpk","Sad_auc","Sad_neps","Sad_cens0","Sad_cens1","Angry_pk","Angry_mn","Angry_prop","Angry_durmax","Angry_durtot","Angry_tpk","Angry_auc","Angry_neps","Angry_cens0","Angry_cens1","Surprised_pk","Surprised_mn","Surprised_prop","Surprised_durmax","Surprised_durtot","Surprised_tpk","Surprised_auc","Surprised_neps","Surprised_cens0","Surprised_cens1","Scared_pk","Scared_mn","Scared_prop","Scared_durmax","Scared_durtot","Scared_tpk","Scared_auc","Scared_neps","Scared_cens0","Scared_cens1","Disgusted_pk","Disgusted_mn","Disgusted_prop","Disgusted_durmax","Disgusted_durtot","Disgusted_tpk","Disgusted_auc","Disgusted_neps","Disgusted_cens0","Disgusted_cens1","Contempt_pk","Contempt_mn","Contempt_prop","Contempt_durmax","Contempt_durtot","Contempt_tpk","Contempt_auc","Contempt_neps","Contempt_cens0","Contempt_cens1","AU01_pk","AU01_mn","AU01_prop","AU01_durmax","AU01_durtot","AU01_tpk","AU01_auc","AU01_neps","AU01_cens0","AU01_cens1","AU02_pk","AU02_mn","AU02_prop","AU02_durmax","AU02_durtot","AU02_tpk","AU02_auc","AU02_neps","AU02_cens0","AU02_cens1","AU04_pk","AU04_mn","AU04_prop","AU04_durmax","AU04_durtot","AU04_tpk","AU04_auc","AU04_neps","AU04_cens0","AU04_cens1","AU05_pk","AU05_mn","AU05_prop","AU05_durmax","AU05_durtot","AU05_tpk","AU05_auc","AU05_neps","AU05_cens0","AU05_cens1","AU06_pk","AU06_mn","AU06_prop","AU06_durmax","AU06_durtot","AU06_tpk","AU06_auc","AU06_neps","AU06_cens0","AU06_cens1","AU07_pk","AU07_mn","AU07_prop","AU07_durmax","AU07_durtot","AU07_tpk","AU07_auc","AU07_neps","AU07_cens0","AU07_cens1","AU09_pk","AU09_mn","AU09_prop","AU09_durmax","AU09_durtot","AU09_tpk","AU09_auc","AU09_neps","AU09_cens0","AU09_cens1","AU10_pk","AU10_mn","AU10_prop","AU10_durmax","AU10_durtot","AU10_tpk","AU10_auc","AU10_neps","AU10_cens0","AU10_cens1","AU12_pk","AU12_mn","AU12_prop","AU12_durmax","AU12_durtot","AU12_tpk","AU12_auc","AU12_neps","AU12_cens0","AU12_cens1","AU14_pk","AU14_mn","AU14_prop","AU14_durmax","AU14_durtot","AU14_tpk","AU14_auc","AU14_neps","AU14_cens0","AU14_cens1","AU15_pk","AU15_mn","AU15_prop","AU15_durmax","AU15_durtot","AU15_tpk","AU15_auc","AU15_neps","AU15_cens0","AU15_cens1","AU17_pk","AU17_mn","AU17_prop","AU17_durmax","AU17_durtot","AU17_tpk","AU17_auc","AU17_neps","AU17_cens0","AU17_cens1","AU18_pk","AU18_mn","AU18_prop","AU18_durmax","AU18_durtot","AU18_tpk","AU18_auc","AU18_neps","AU18_cens0","AU18_cens1","AU20_pk","AU20_mn","AU20_prop","AU20_durmax","AU20_durtot","AU20_tpk","AU20_auc","AU20_neps","AU20_cens0","AU20_cens1","AU23_pk","AU23_mn","AU23_prop","AU23_durmax","AU23_durtot","AU23_tpk","AU23_auc","AU23_neps","AU23_cens0","AU23_cens1","AU24_pk","AU24_mn","AU24_prop","AU24_durmax","AU24_durtot","AU24_tpk","AU24_auc","AU24_neps","AU24_cens0","AU24_cens1","AU25_pk","AU25_mn","AU25_prop","AU25_durmax","AU25_durtot","AU25_tpk","AU25_auc","AU25_neps","AU25_cens0","AU25_cens1","AU26_pk","AU26_mn","AU26_prop","AU26_durmax","AU26_durtot","AU26_tpk","AU26_auc","AU26_neps","AU26_cens0","AU26_cens1","AU27_pk","AU27_mn","AU27_prop","AU27_durmax","AU27_durtot","AU27_tpk","AU27_auc","AU27_neps","AU27_cens0","AU27_cens1","AU43_pk","AU43_mn","AU43_prop","AU43_durmax","AU43_durtot","AU43_tpk","AU43_auc","AU43_neps","AU43_cens0","AU43_cens1","duchenne_prop","au12_rise_rate","au12_smooth","au12_n_bouts","exclude_reason"
"E13HA05-03","C13","Chinese","Genuine",0,"Happy 5 CN",5,3,4.625,37,0.4591546,0.231925598918919,0,0,0,0,1.01916812625,0,0,0,0.8618571,0.526496778378378,0.486486486486487,2,2.25,1.5,2.425366935625,2,0,0,0.03782377,0.00852364662162162,0,0,0,4.375,0.035263644375,0,0,0,0.5334217,0.118254060702703,0.0540540540540541,0.25,0.25,0,0.499607462,1,1,0,0.001956972,0.000523099621621622,0,0,0,4,0.002321528,0,0,0,0.01349723,0.00665450327027027,0,0,0,0.25,0.0296440005625,0,0,0,0.09919553,0.0264985741351351,0,0,0,4.5,0.1155154385,0,0,0,0.05958584,0.0209795773243243,0,0,0,3.125,0.09665781125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.72972972972973,0.72972972972973,2.75,3.375,0.375,3.3125,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2.59459459459459,1,4.625,4.625,0.625,11.8125,1,1,1,2,1.18918918918919,0.945945945945946,4.375,4.375,2.625,5.4375,1,0,1,1,0.621621621621621,0.621621621621622,2.875,2.875,1.5,2.875,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1.89189189189189,0.918918918918919,4.25,4.25,0.875,8.6875,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.486486486486487,0.378378378378378,1.75,1.75,3,2.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.97297297297297,0.837837837837838,2.75,3.875,1.5,9.0625,2,0,1,1,0.513513513513513,0.513513513513513,1.75,2.375,1.125,2.375,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2.35135135135135,0.891891891891892,4.125,4.125,1.875,10.6875,1,0,1,1,6,0.138888888888889,1,
"E13HA06-04","C13","Chinese","Genuine",0,"Happy 6 CN",6,4,4.125,33,0.4161093,0.201334494545455,0,0,0,0.375,0.781676865,0,0,0,0.909589,0.640438772727273,0.666666666666667,2.75,2.75,3,2.60409065,1,0,0,0.0139914,0.00319487721212121,0,0,0,3.875,0.012204407,0,0,0,0.2560306,0.0802490683636364,0,0,0,0.5,0.3143691695,0,0,0,0.000613044,0.00035657703030303,0,0,0,1.5,0.00143292975,0,0,0,0.01611906,0.00753183278787879,0,0,0,0.5,0.029811017875,0,0,0,0.04825439,0.0130875516666667,0,0,0,4,0.050313049375,0,0,0,0.07234973,0.021417999969697,0,0,0,1,0.0866396035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.151515151515152,0.151515151515152,0.625,0.625,2,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2.3030303030303,1,4.125,4.125,2.125,9.25,1,1,1,1,0.515151515151515,0.515151515151515,2.125,2.125,2,2.0625,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.72727272727273,1,4.125,4.125,2.75,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.39393939393939,0.696969696969697,2.875,2.875,2.5,5.6875,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.12121212121212,0.636363636363636,2.625,2.625,1.625,4.5625,1,0,1,1,,0.1875,1,
"E14HA01-02","C14","Chinese","Genuine",0,"Happy 1 CN",1,2,5,40,0.5139942,0.1456008,0.025,0.125,0.125,0.125,0.6741825875,1,0,0,0.9723403,0.699909187,0.725,3.625,3.625,2.375,3.48933548625,1,0,0,0.06510796,0.0125668677,0,0,0,0,0.056928224125,0,0,0,0.2621716,0.0620072798,0,0,0,0.125,0.28071455525,0,0,0,0.006399196,0.000952965275,0,0,0,0.125,0.0045173503125,0,0,0,0.003727222,0.0005230502,0,0,0,0,0.0023507064375,0,0,0,0.0945658,0.0196389454,0,0,0,4.25,0.092021640125,0,0,0,0.009516206,0.00153359715,0,0,0,4.75,0.007101317625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.25,1.25,1.25,3.625,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1.85,0.9,4.5,4.5,1.5,9.1875,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.35,1,5,5,1,16.5625,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.025,0.925,4.625,4.625,1.25,15.0625,1,0,1,1,0.7,0.7,3.5,3.5,1,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3.45,1,5,5,1.625,16.875,1,1,1,0.9,,0.128205128205128,1,
"E14HA01-04","C14","Chinese","Genuine",0,"Happy 1 CN",1,4,4.875,39,0.4233148,0.337773830769231,0,0,0,0.125,1.60176211875,0,0,0,0.2137435,0.109811909461538,0,0,0,0.625,0.5312015799375,0,0,0,0.005035489,0.00153407861538462,0,0,0,0.375,0.0070670179375,0,0,0,0.4085934,0.20370178974359,0,0,0,4.25,0.96423413125,0,0,0,0.01946916,0.00256587528205128,0,0,0,0,0.0111829960625,0,0,0,0.07602639,0.0158041110769231,0,0,0,0.125,0.071661410875,0,0,0,0.4347753,0.281253422051282,0,0,0,3.375,1.34738134,0,0,0,0.000942967,0.000575989,0,0,0,4,0.00277343975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.769230769230769,0.769230769230769,3.75,3.75,1.125,3.6875,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,0.333333333333333,1.625,1.625,0.875,1.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4.875,4.875,0,14.25,1,1,1,1,1,1,4.875,4.875,0,4.75,1,1,1,0,0,0,0,0,0,0,0,0,0,4,3.1025641025641,1,4.875,4.875,0.625,14.75,1,1,1,0,,0.0526315789473684,1,
"E14HA02-01","C14","Chinese","Genuine",0,"Happy 2 CN",2,1,7.625,61,0.6013651,0.308815141639344,0.0491803278688525,0.375,0.375,0,2.2976842925,1,1,0,0.9262405,0.312631769213115,0.147540983606557,1.125,1.125,3.5,2.3794115215,1,0,0,0.1172565,0.0447131550327869,0,0,0,0.25,0.331598640875,0,0,0,0.4033458,0.213800264262295,0,0,0,0.875,1.58946480875,0,0,0,0.004572914,0.000692463278688525,0,0,0,0.125,0.005019486,0,0,0,0.004144673,0.00137920285245902,0,0,0,0.125,0.0102562835,0,0,0,0.1823087,0.0785666542786885,0,0,0,1.5,0.594721475125,0,0,0,0.004003384,0.000854133114754098,0,0,0,6.875,0.0064644903125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0983606557377,0.786885245901639,6,6,2.125,8.375,1,0,0,1,0.688524590163934,0.688524590163934,4,5.25,1.25,5.1875,2,0,1,1,0.0819672131147541,0.0819672131147541,0.625,0.625,4.375,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1.73770491803279,0.80327868852459,6.125,6.125,3.125,13.1875,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.0327868852459,0.491803278688525,2.875,3.75,3.375,7.8125,2,1,0,1,0.180327868852459,0.180327868852459,1.375,1.375,3.125,1.375,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3.31147540983607,1,7.625,7.625,2.625,24.9375,1,1,1,0.918367346938776,2.46153846153846,0.183333333333333,1,
"E14HA02-02","C14","Chinese","Genuine",0,"Happy 2 CN",2,2,4.5,36,0.4522986,0.291770505555556,0,0,0,4.375,1.2668466,0,0,0,0.7153209,0.2725050675,0.222222222222222,1,1,1.125,1.224160154375,1,0,0,0.04863557,0.0279072435277778,0,0,0,3.125,0.121454272125,0,0,0,0.4841369,0.326493455555556,0,0,0,0,1.41804783125,0,0,0,0.001296305,0.0005612475,0,0,0,4.375,0.00240253125,0,0,0,0.006133896,0.00183713697222222,0,0,0,1.875,0.008134449625,0,0,0,0.05814611,0.0379147308333333,0,0,0,3,0.166421703125,0,0,0,0.001402377,0.000556035277777778,0,0,0,3.625,0.00242925225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,0.333333333333333,1.5,1.5,0.75,1.5,1,0,0,1,0.277777777777778,0.277777777777778,0.625,1.25,0,1.1875,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.38888888888889,0.916666666666667,4.125,4.125,1,6.1875,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.44444444444444,0.694444444444444,3.125,3.125,1.375,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.41666666666667,1,4.5,4.5,0.875,15,1,1,1,0.363636363636364,4.8,0.142857142857143,1,
"E14HA04-01","C14","Chinese","Genuine",0,"Happy 4 CN",4,1,8.375,67,0.69722,0.292818486179104,0.0746268656716418,0.625,0.625,0.25,2.38526298425,1,1,0,0.9822307,0.377200238641791,0.283582089552239,2.375,2.375,2.875,3.14953818875,1,0,0,0.1419263,0.0562610017761194,0,0,0,5,0.46195586925,0,0,0,0.3609485,0.164781675880597,0,0,0,0.75,1.3568308355,0,0,0,0.01958531,0.00188242437313433,0,0,0,0.125,0.014623098,0,0,0,0.01082607,0.00278387079104478,0,0,0,0.75,0.0229984018125,0,0,0,0.2003682,0.0667442422985075,0,0,0,6.625,0.553605660375,0,0,0,0.005906292,0.00141686191044776,0,0,0,7.75,0.011509046625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.865671641791045,0.761194029850746,3.25,6.375,2.125,7.1875,2,0,1,1,0.328358208955224,0.328358208955224,2.75,2.75,3.25,2.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.67164179104478,0.895522388059702,4,7.5,1.875,13.9375,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.61194029850746,0.582089552238806,4.875,4.875,1.5,13.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.04477611940298,1,8.375,8.375,5.125,25.1875,1,1,1,0.85,3.2,0.136363636363636,2,
"E14HA07-01","C14","Chinese","Genuine",0,"Happy 7 CN",7,1,7.625,61,0.3722012,0.233341217377049,0,0,0,1.125,1.74206597,0,0,0,0.9291495,0.440557546721311,0.40983606557377,2.25,3.125,3.125,3.3374917475,2,0,0,0.05044416,0.0205823876885246,0,0,0,0.25,0.151960161125,0,0,0,0.4756191,0.206482883622951,0,0,0,0.125,1.532769368875,0,0,0,0.000792162,0.000406410655737705,0,0,0,5.375,0.003037130125,0,0,0,0.00598925,0.00127521627868852,0,0,0,5.5,0.009644478625,0,0,0,0.1920187,0.0650795510327869,0,0,0,1.25,0.4888640435,0,0,0,0.003229508,0.000859948,0,0,0,6.375,0.0064302095625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0491803278688524,0.0491803278688525,0.375,0.375,5,0.375,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1.19672131147541,0.770491803278688,5.875,5.875,2.625,9.0625,1,0,1,1,0.786885245901639,0.786885245901639,4,6,0.625,5.9375,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.11475409836066,0.901639344262295,6.125,6.875,2.625,15.9375,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.70491803278689,0.737704918032787,5.625,5.625,5.25,13,1,0,0,1,0.114754098360656,0.114754098360656,0.875,0.875,5.25,0.875,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3.24590163934426,1,7.625,7.625,0,24.25,1,1,1,0.854545454545454,,0.15,2,
"E17HA02-01","C17","Chinese","Genuine",0,"Happy 2 CN",2,1,8.75,70,0.5732147,0.459831857142857,0.0857142857142857,0.75,0.75,0,3.95676839375,1,1,0,0.1443512,0.0835491059285714,0,0,0,5.75,0.72905390525,0,0,0,0.2197485,0.0850401362857143,0,0,0,0,0.72646444375,0,0,0,0.1310845,0.085208089,0,0,0,4.875,0.737307576875,0,0,0,0.01504067,0.00710395741428571,0,0,0,8.625,0.0611337925625,0,0,0,0.007171152,0.00432071017142857,0,0,0,4.875,0.0374394473125,0,0,0,0.04100773,0.024940625,0,0,0,5.625,0.215249645,0,0,0,0.001285568,0.000232893285714286,0,0,0,2.75,0.0019923245625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.357142857142857,0.357142857142857,3.125,3.125,4.75,3.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.87142857142857,1,8.75,8.75,7,16.25,1,1,1,,,0,0,
"E17HA02-02","C17","Chinese","Genuine",0,"Happy 2 CN",2,2,6,48,0.508115,0.390316341666667,0.0416666666666667,0.25,0.25,0,2.2846550875,1,1,0,0.3749759,0.227172565208333,0,0,0,3.75,1.349073090625,0,0,0,0.08246334,0.0535667827083333,0,0,0,5.875,0.313261564375,0,0,0,0.1293691,0.0821991227083333,0,0,0,5.125,0.4827304375,0,0,0,0.01233408,0.00782977433333333,0,0,0,1.375,0.0464405848125,0,0,0,0.006825654,0.00416579416666667,0,0,0,4.375,0.0246814270625,0,0,0,0.06202,0.0351814960416667,0,0,0,3.125,0.20610674125,0,0,0,0.008508859,0.00241875547916667,0,0,0,2.375,0.014443373375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.75,0.75,4.5,4.5,1.5,4.4375,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.75,0.75,4.5,4.5,1.5,4.4375,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.3125,1,6,6,2.625,7.6875,1,1,1,1,,0.0212765957446809,1,
"E17HA03-01","C17","Chinese","Genuine",0,"Happy 3 CN",3,1,4.125,33,0.4662909,0.314054693939394,0,0,0,0,1.2382350375,0,0,0,0.7037264,0.375266604848485,0.303030303030303,1.25,1.25,1.5,1.536639333125,1,0,0,0.186994,0.104753147575758,0,0,0,3.25,0.41813919625,0,0,0,0.08821049,0.0522249212121212,0,0,0,2.375,0.209385574375,0,0,0,0.006006694,0.00314804160606061,0,0,0,4,0.012504910125,0,0,0,0.007661747,0.00408638124242424,0,0,0,2.75,0.0163985176875,0,0,0,0.02371308,0.0154987336363636,0,0,0,3.25,0.061626588125,0,0,0,0.06294033,0.0241937253030303,0,0,0,3.875,0.095934931875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,0.333333333333333,0.875,1.375,1.375,1.375,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.878787878787879,0.666666666666667,2.75,2.75,1.25,3.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.545454545454546,0.393939393939394,1.625,1.625,1.375,2.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.72727272727273,1,4.125,4.125,0,6.9375,1,1,1,0.5,5.33333333333333,0.125,1,
"E17HA05-05","C17","Chinese","Genuine",0,"Happy 5 CN",5,5,3.75,30,0.5607456,0.43723737,0.133333333333333,0.25,0.5,3.625,1.56992821875,2,1,1,0.02325039,0.0126474588,0,0,0,0.875,0.047176992,0,0,0,0.4298094,0.260754273333333,0,0,0,0.25,0.9412414375,0,0,0,0.05638062,0.0375037876666667,0,0,0,3.5,0.136097631875,0,0,0,0.005380527,0.00326282356666667,0,0,0,3.625,0.0117132606875,0,0,0,0.001723596,0.00129356313333333,0,0,0,2.875,0.0046876991875,0,0,0,0.04426981,0.0213171272333333,0,0,0,1.125,0.0788200941875,0,0,0,0.000900504,0.000293081266666667,0,0,0,0.5,0.001090565875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.3,0.833333333333333,3.125,3.125,2.75,4.8125,1,0,1,,,0,0,
"E17HA06-02","C17","Chinese","Genuine",0,"Happy 6 CN",6,2,6.25,50,0.4815553,0.437983274,0,0,0,6.125,2.6823306125,0,0,0,0.3050973,0.1354099726,0,0,0,3,0.837413363125,0,0,0,0.2065355,0.1138253106,0,0,0,0,0.691988735,0,0,0,0.09618779,0.0569033198,0,0,0,2.75,0.34768665125,0,0,0,0.01022254,0.0047709892,0,0,0,6.125,0.0291371745,0,0,0,0.009874752,0.00272066948,0,0,0,6.125,0.0163208725,0,0,0,0.07663676,0.0253642918,0,0,0,0,0.15278753625,0,0,0,0.03979193,0.02008565912,0,0,0,5.25,0.12370729325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0.2,0.75,1.25,1.875,1.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16,0.16,1,1,2.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.7,0.98,5.375,6.125,0,10.3125,2,1,1,0,,0.0816326530612245,2,
